,employeeID,year,team,region,age,experience,workSampleTest,b5cons,b5extra,b5open,b5emos,b5agree,feedbackmeet,teamBonus,productivity
3711,927,2021,92,2,58,36,120.02578509602301,1.6,-0.2,1.2,-1.1,-0.8,0,0,0.7414018320577266
3715,928,2021,92,1,52,26,75.80403017680587,-2.7,-0.4,-0.5,2.0,1.1,1,0,-1.4582709821719213
3719,929,2021,92,2,29,4,91.03078260011507,-0.5,-1.1,-0.6,-0.4,0.6,1,0,-0.6813217524999837
3723,930,2021,93,2,52,29,105.22267866057918,-0.1,1.5,-1.0,1.9,-0.5,1,1,-0.9458769834709875
3727,931,2021,93,2,58,37,126.11842019146181,-2.6,0.1,0.1,-0.9,-0.5,1,1,-0.7570743766556786
3731,932,2021,93,1,33,8,99.02010747034312,-0.9,-1.2,0.9,-2.5,-0.7,0,1,0.32798377496342096
3735,933,2021,93,1,36,15,103.10338359758097,-1.4,-0.5,-0.1,-1.3,0.4,1,1,-0.9112607244374241
3739,934,2021,93,2,26,3,94.86450905233843,0.2,-1.4,1.4,-1.0,0.5,1,1,0.5139461144222511
3743,935,2021,93,1,27,5,93.26078940076268,-0.6,-0.4,-2.5,-2.6,1.1,0,1,-0.053374483851719674
3747,936,2021,93,2,42,15,132.03514556294527,-0.4,1.3,0.5,0.5,-0.6,1,1,0.4392530538509018
3751,937,2021,93,2,33,9,101.01171542681615,-3.0,1.3,-0.2,0.7,1.9,1,1,-0.16164072560777423
3755,938,2021,93,1,29,9,123.4609832567626,-1.1,0.8,-0.4,0.0,0.2,1,1,-0.7363244075390448
3759,939,2021,93,1,44,15,106.26820481067725,-1.1,-1.3,0.5,1.3,-0.6,1,1,-0.6014551957509388
3763,940,2021,94,2,38,15,108.34189245363713,-1.3,0.3,0.1,1.8,0.3,1,0,1.9243935876269729
3767,941,2021,94,2,36,8,87.56134791300465,0.4,1.4,0.8,0.8,-0.5,1,0,-0.47778318098491546
3771,942,2021,94,2,40,18,121.09972542696482,1.0,-1.8,-0.5,0.4,0.4,0,0,0.5786361787748384
3775,943,2021,94,1,28,3,124.06561126977664,-0.5,0.8,0.1,-1.5,0.7,1,0,0.8540513584320818
3779,944,2021,94,2,46,21,86.42149400496092,1.2,0.9,-0.2,0.2,-2.3,1,0,0.7070407271153476
3783,945,2021,94,1,61,33,122.1599784012325,-1.5,-0.9,-0.7,-0.1,-0.0,0,0,-0.2785215760691576
3787,946,2021,94,1,62,38,104.0750684700599,1.8,-0.6,-1.0,-1.6,0.6,1,0,-1.0043741068874013
3791,947,2021,94,2,24,3,104.92366538152841,-0.4,-0.7,-0.5,0.1,0.7,1,0,0.3485214146725119
3795,948,2021,94,2,68,42,124.37032144096335,1.0,-0.0,2.0,-1.5,-2.1,1,0,1.3588077424633127
3799,949,2021,94,1,53,32,109.56746076205583,1.5,1.0,1.4,-1.8,0.1,1,0,-1.3151579827816118
3803,950,2021,95,1,23,3,95.68976433621714,2.2,0.1,0.3,0.8,-0.5,1,1,0.6692985458316125
3807,951,2021,95,1,53,30,95.61070717758162,-0.4,1.2,-0.9,-0.4,-0.4,1,1,-1.2106101792233024
3811,952,2021,95,1,42,18,101.18616015428611,1.1,-0.9,-0.3,0.1,2.3,0,1,-0.8206258209433983
3815,953,2021,95,1,56,36,108.97038729141535,-0.5,0.1,0.7,-0.6,-0.4,0,1,1.1170741271067117
3819,954,2021,95,1,25,3,78.20186951286841,1.0,0.4,-0.2,-1.0,0.5,1,1,1.2140051007345112
3823,955,2021,95,2,39,14,95.1182047780157,0.3,-0.1,1.7,0.6,0.4,0,1,-2.5234432982704855
3827,956,2021,95,1,53,27,107.31568126474008,-0.9,1.0,-0.2,-0.8,-0.2,1,1,-0.5315981678096309
3831,957,2021,95,2,42,19,129.13785097175736,-0.6,1.5,-0.4,-1.5,-0.9,1,1,-0.4815002462263248
3835,958,2021,95,2,41,12,110.02615428992397,0.2,-1.2,-0.6,2.4,-1.8,0,1,-1.0943820788130614
3839,959,2021,95,2,64,44,108.38962314523427,0.4,-2.2,-0.3,1.0,1.3,0,1,-0.8652840687487483
3843,960,2021,96,2,41,21,116.34096592165098,-1.0,-1.1,-1.3,-0.1,0.5,1,0,-0.6944131169076476
3847,961,2021,96,2,32,7,80.72037366357668,1.3,0.0,-0.6,-0.7,-0.1,0,0,0.3103826196321499
3851,962,2021,96,2,58,37,78.34982845715697,-0.1,0.3,-1.7,1.5,0.1,1,0,0.7820513747232812
3855,963,2021,96,2,39,13,98.78734317259979,0.5,0.6,0.4,0.2,0.0,1,0,-0.23423079143842254
3859,964,2021,96,2,68,40,114.80640148646432,1.5,1.2,-0.5,0.1,0.4,1,0,0.18035862117727894
3863,965,2021,96,2,57,35,74.2743344806717,-0.3,-2.4,1.9,0.0,-0.7,0,0,-0.8292726850248129
3867,966,2021,96,2,53,29,96.57709729181164,-0.5,0.2,-0.5,0.6,-2.3,0,0,-1.6972264994354458
3871,967,2021,96,1,42,13,85.63394987244287,-0.1,-0.3,-0.0,-0.0,0.3,0,0,0.11594556761945547
3875,968,2021,96,1,59,37,81.84161839325122,-0.2,-0.7,0.1,-1.2,1.2,0,0,-1.1829795335175943
3879,969,2021,96,2,57,33,113.12185259063732,-2.0,0.2,-0.6,-1.6,-0.1,1,0,-0.04749550626274444
3883,970,2021,97,1,38,15,109.89663415455283,-1.0,-1.3,-0.4,-0.3,-0.2,0,0,0.4167869701006239
3887,971,2021,97,2,62,40,91.34157165242566,-2.5,-1.2,0.6,1.8,0.9,0,0,1.2751935089561053
3891,972,2021,97,2,24,3,113.31630195057207,0.1,-0.8,-0.2,0.6,-1.0,0,0,-0.1990549789582447
3895,973,2021,97,1,29,6,94.94480155103832,0.1,0.1,-1.7,-0.0,1.0,1,0,-0.5847544088047757
3899,974,2021,97,2,63,42,88.14189566414565,1.4,-0.0,1.8,0.5,-0.1,0,0,0.6208753996273785
3903,975,2021,97,2,58,33,100.61789942446691,2.0,-0.5,1.1,-0.7,0.8,0,0,1.4304814006028994
3907,976,2021,97,1,39,14,119.00784795725887,1.9,0.6,0.6,-0.9,-0.5,1,0,0.5286652547622492
3911,977,2021,97,1,34,7,115.81140523032215,-1.1,1.3,-1.3,0.8,1.6,1,0,-0.14463338406425583
3915,978,2021,97,2,24,3,90.46796190010967,0.3,0.6,3.0,1.2,0.6,1,0,-0.5418946401862865
3919,979,2021,97,1,24,4,91.8003409747502,0.6,-0.7,1.2,0.2,1.7,0,0,0.7638564145387211
3923,980,2021,98,2,69,48,80.81287395553419,1.4,0.5,-1.0,-0.7,-1.0,1,1,-1.0447191438104346
3927,981,2021,98,1,35,10,94.627022111959,0.5,-1.6,0.6,0.2,-0.2,0,1,0.19044211011169038
3931,982,2021,98,1,25,4,115.69759991220715,0.9,1.3,-1.0,-0.5,-0.6,0,1,-1.2014906789670923
3935,983,2021,98,2,56,28,87.25919581235388,0.6,-1.0,-0.5,0.5,-1.2,0,1,2.061457916630705
3939,984,2021,98,2,63,36,91.43687119792554,1.3,0.3,0.8,-0.5,-2.5,1,1,1.4897158966955681
3943,985,2021,98,2,42,18,109.16712619670551,1.1,-0.5,1.4,-2.7,0.5,0,1,0.04312984204794882
3947,986,2021,98,2,31,8,110.71866834041252,0.2,-0.1,0.5,0.1,0.5,0,1,2.1088906884360634
3951,987,2021,98,2,54,33,106.88096482707647,0.1,-0.6,-0.7,-1.9,-0.6,1,1,-1.9901773213166838
3955,988,2021,98,1,36,15,81.64307214850749,0.8,0.1,-1.5,1.1,0.5,0,1,-1.6356714863141348
3959,989,2021,98,2,40,15,79.36536217229428,1.8,0.3,-1.0,2.0,-0.8,0,1,0.013942072310638483
3963,990,2021,99,1,63,34,100.59137703226307,-1.0,-1.8,1.1,0.4,0.2,1,0,0.1224490980409781
3967,991,2021,99,2,30,4,92.56238206304701,0.3,-0.8,0.3,0.5,0.5,1,0,0.39384556798124265
3971,992,2021,99,2,40,17,109.51503476902856,1.3,-0.1,-2.3,1.7,-0.1,0,0,-0.02083453056310002
3975,993,2021,99,2,34,14,89.27816388733135,-1.6,-0.8,-0.5,-0.7,2.0,1,0,-0.02536300446336841
3979,994,2021,99,1,63,42,84.43719938780728,0.9,-0.6,-0.4,2.2,-2.0,1,0,-0.8208916923769631
3983,995,2021,99,1,68,40,96.7216396573844,0.6,0.0,1.4,-0.9,0.6,1,0,0.999991059236751
3987,996,2021,99,2,60,35,116.31545752773246,0.1,0.4,-0.4,1.6,1.1,1,0,0.884216384354074
3991,997,2021,99,2,58,38,119.27532331182394,-0.4,-0.4,1.0,0.0,1.6,1,0,0.6246483241639855
3995,998,2021,99,1,69,47,127.40813800501762,0.2,-3.5,-1.9,-1.5,1.7,1,0,-0.01342387603133275
3999,999,2021,99,1,41,17,91.9809495223998,1.2,-1.3,-2.8,-1.2,-0.8,1,0,0.6923460729125389
4003,1000,2021,100,2,28,5,98.17792001568938,-1.4,1.4,-0.2,-1.1,1.3,1,0,-1.3467959075039861
4007,1001,2021,100,2,69,45,83.79809785161834,1.4,-0.9,0.3,0.1,1.0,0,0,-1.1343824009543544
4011,1002,2021,100,1,42,17,92.46561890592764,-0.1,-0.1,0.0,-1.5,-0.3,0,0,-0.29535271497394205
4015,1003,2021,100,2,59,30,96.20171141104282,-1.5,-0.2,0.4,0.6,-0.4,0,0,0.951612683854667
4019,1004,2021,100,1,23,3,127.95892327009226,1.5,1.9,-0.5,1.6,2.2,0,0,0.41267255288340904
4023,1005,2021,100,1,64,43,92.55028578197971,1.9,-0.4,0.2,-0.0,-0.3,0,0,-0.9578785740016786
4027,1006,2021,100,1,44,16,115.14006936050053,-1.2,-0.9,-1.5,2.2,2.2,0,0,-0.3563965683250721
4031,1007,2021,100,1,41,17,97.502576941318,2.4,-0.3,0.2,-1.2,0.3,1,0,-0.9794265201564021
4035,1008,2021,100,2,60,32,114.3424675425081,-0.8,1.0,1.5,0.1,3.0,1,0,-1.3525371821895433
4039,1009,2021,100,1,60,34,85.92990870407105,-0.3,1.5,-0.1,2.9,1.2,0,0,-0.36940198738848806
4043,1010,2021,101,1,67,46,110.41640744329563,-2.6,0.5,1.5,0.4,0.8,0,0,2.2618081960072765
4047,1011,2021,101,2,64,37,111.41827381531964,-1.6,0.5,0.3,-0.9,0.0,0,0,0.7493697433727156
4051,1012,2021,101,1,61,34,107.70842547577504,-0.5,-0.0,-0.3,0.9,-1.1,0,0,-0.1584431729517218
4055,1013,2021,101,1,26,3,111.77667126387733,-1.6,0.2,1.4,-0.5,2.5,1,0,0.26217310672428357
4059,1014,2021,101,2,40,17,84.54919266202566,-1.7,-1.0,-1.1,0.5,-0.5,0,0,0.13138257794856545
4063,1015,2021,101,1,39,13,102.18561092016996,-1.0,0.1,-0.2,0.5,0.5,1,0,0.19294070781776915
4067,1016,2021,101,2,37,14,124.199570529641,0.1,0.3,0.3,0.2,1.9,0,0,0.021342282370804
4071,1017,2021,101,2,66,37,83.22500449883063,0.3,-0.0,-1.2,-1.2,-0.3,1,0,1.137270338361857
4075,1018,2021,101,1,51,28,82.21718314009091,-0.2,-0.7,-0.7,-0.9,0.9,0,0,0.1668905123736584
4079,1019,2021,101,1,26,3,113.04855586175383,-0.6,-0.5,0.8,0.9,-0.0,1,0,0.703591766861326
4083,1020,2021,102,1,31,7,115.28855818062763,-0.3,0.7,-0.5,1.1,0.1,1,0,1.1947878721547254
4087,1021,2021,102,1,45,21,92.2256245540229,0.4,-0.1,-0.8,-0.4,0.2,1,0,-0.1904272451149586
4091,1022,2021,102,2,62,41,111.26757925171509,1.7,-1.1,1.4,0.1,0.3,1,0,-0.24494441985780677
4095,1023,2021,102,2,45,25,106.77761746075231,0.6,0.3,0.5,-0.4,-0.4,1,0,-0.8661099171647595
4099,1024,2021,102,1,35,14,86.8324255328498,1.9,1.1,1.5,-0.4,-0.3,1,0,-0.5900106641854379
4103,1025,2021,102,1,50,29,119.6352800747205,0.1,1.0,-0.6,0.7,-0.1,1,0,-0.7459680988894134
4107,1026,2021,102,1,23,3,110.95594221911186,1.9,-0.3,-1.3,1.5,-1.1,1,0,-1.9547249076012132
4111,1027,2021,102,1,43,23,80.90159974346531,1.0,0.2,-0.0,-1.9,1.0,1,0,-0.26977078821880246
4115,1028,2021,102,2,47,23,94.73916019208654,0.8,0.2,-1.1,0.7,-0.3,1,0,-0.5176406214730948
4119,1029,2021,102,1,45,20,83.5237593100022,0.5,0.3,1.5,-2.1,-0.8,1,0,-0.8324934103451822
4123,1030,2021,103,2,38,10,83.55806490511239,0.9,0.2,0.1,-0.7,-1.5,1,0,-0.9085034798588583
4127,1031,2021,103,2,30,5,91.55219018176021,0.7,-0.5,0.1,1.4,-0.8,0,0,-0.29805943567937354
4131,1032,2021,103,1,68,46,112.33473393388664,0.7,-0.4,-0.2,-1.1,-0.1,1,0,1.3673715930931496
4135,1033,2021,103,1,67,46,103.49940810286164,2.3,1.7,0.4,-0.3,-2.4,1,0,-1.6726903492233216
4139,1034,2021,103,1,60,39,94.4948754086854,0.8,0.9,0.2,0.8,0.1,1,0,-0.7967927667662877
4143,1035,2021,103,2,38,12,103.97314026922066,1.1,0.8,-0.4,2.4,0.2,0,0,-1.724372044044489
4147,1036,2021,103,1,40,17,80.28739286044475,-0.5,1.5,-0.6,-0.8,0.1,1,0,-1.2008545550541836
4151,1037,2021,103,1,29,3,117.52958495883331,0.4,0.5,-0.0,-0.1,-0.6,0,0,-1.5725860455673206
4155,1038,2021,103,2,32,7,90.11988476957544,1.2,-1.2,-1.9,1.1,-1.3,0,0,-3.1713870083689573
4159,1039,2021,103,2,54,28,103.37370131769158,0.0,-0.5,0.6,-0.9,0.6,0,0,0.14319510408988192
4163,1040,2021,104,1,42,15,94.10495635526324,1.5,-0.5,0.1,0.2,-1.7,0,1,-1.262962515959403
4167,1041,2021,104,1,45,25,81.78148602188689,1.6,0.2,-0.7,0.3,-0.3,0,1,-0.6440194421648971
4171,1042,2021,104,1,38,14,93.09755956200769,1.4,-2.0,-1.2,0.0,-1.3,1,1,-0.8339161447698304
4175,1043,2021,104,2,42,19,118.76230663154138,1.0,-0.7,-1.4,-0.7,1.5,1,1,-0.6980992780855277
4179,1044,2021,104,1,46,17,91.01393433456161,1.4,1.0,0.4,1.7,1.6,0,1,-0.5330131883228555
4183,1045,2021,104,2,27,4,120.83602822597211,-0.6,-0.0,1.7,-0.3,-0.7,1,1,0.13722723154746255
4187,1046,2021,104,1,49,26,102.67724395629517,0.7,-0.3,-0.7,1.6,-0.5,1,1,-0.07462541807152732
4191,1047,2021,104,2,55,26,111.7229876447595,0.3,0.0,0.5,0.7,1.1,0,1,-0.14101935796694387
4195,1048,2021,104,2,26,3,93.36580042073228,1.1,0.1,-2.1,-0.7,-0.6,0,1,1.4829440951449673
4199,1049,2021,104,2,36,9,91.6022426439164,0.9,0.2,-1.7,1.7,0.8,1,1,-2.3077003744869358
4203,1050,2021,105,1,51,27,112.05487313720101,-0.2,-0.5,0.7,-1.7,-0.7,1,0,-1.2536369835427077
4207,1051,2021,105,1,28,3,119.82103289783376,0.0,-1.5,0.5,-0.5,1.2,1,0,-0.3431250333923316
4211,1052,2021,105,2,51,28,91.75575281361823,1.7,-0.6,1.2,0.5,-0.8,1,0,-0.08808264951466867
4215,1053,2021,105,1,45,25,93.20522497987194,-1.6,-0.7,-0.3,-0.6,-0.3,1,0,-0.9449301222388894
4219,1054,2021,105,2,35,9,112.64557162856096,-0.4,1.4,0.5,-0.3,1.6,1,0,-0.31297567454210734
4223,1055,2021,105,1,61,33,127.59466835024597,-0.2,-0.8,0.0,-0.6,0.6,0,0,-0.6658408632290899
4227,1056,2021,105,2,36,9,103.27150855726339,-0.7,-3.1,-0.9,-0.7,1.2,1,0,0.8312230866381252
4231,1057,2021,105,2,64,41,92.51095301356503,0.8,-0.6,0.4,-1.0,0.6,1,0,-1.2847058038709058
4235,1058,2021,105,2,65,40,122.64809140366715,-0.5,1.1,0.7,-0.5,0.5,1,0,-1.853544539500739
4239,1059,2021,105,2,51,22,116.0662043530401,-1.1,-0.5,-0.5,1.8,-0.8,1,0,-0.7645688107166968
4243,1060,2021,106,1,56,31,107.91700301048533,-1.0,-0.3,-0.7,-1.4,0.2,1,0,-0.06730392242298303
4247,1061,2021,106,1,47,18,102.29016553223403,-1.4,-0.0,1.0,-1.1,0.3,1,0,0.14866719811063125
4251,1062,2021,106,2,37,10,64.10777230164989,-1.3,-0.3,-0.6,-1.0,1.7,1,0,-0.14669194153110507
4255,1063,2021,106,1,36,9,79.13825249755713,-1.5,-0.7,0.4,-0.8,-0.8,1,0,-0.05663737722551869
4259,1064,2021,106,1,53,27,105.5824965501516,1.3,-0.5,0.2,2.0,0.8,1,0,0.111723995769479
4263,1065,2021,106,1,27,3,104.38022728473831,-1.1,-0.1,0.3,-0.7,-1.6,1,0,-0.8828221407498686
4267,1066,2021,106,1,66,42,103.8783289916837,-1.0,1.5,0.3,0.4,0.9,1,0,0.7114378129276342
4271,1067,2021,106,2,44,21,108.49672800178206,-0.6,0.4,-0.4,-1.3,0.1,1,0,-0.5656975684021988
4275,1068,2021,106,2,45,16,116.80103363527272,1.1,0.2,-0.5,0.4,1.3,1,0,0.2434763108845514
4279,1069,2021,106,1,64,36,81.41287092478454,0.6,-0.4,-0.6,0.7,-0.3,1,0,0.5618559365223752
4283,1070,2021,107,1,47,24,109.50358980215758,1.6,-1.2,0.6,-0.2,0.1,0,0,0.7603272585183943
4287,1071,2021,107,2,59,39,105.27134875332453,0.0,1.1,1.0,1.3,0.4,1,0,-0.7983454643741326
4291,1072,2021,107,2,45,25,102.92634888012867,0.8,-0.0,0.1,1.3,-1.1,0,0,0.2016553250420714
4295,1073,2021,107,1,27,3,106.4747944802767,1.7,-1.5,0.7,0.1,0.9,1,0,0.5787433019951496
4299,1074,2021,107,1,44,16,116.26537386651327,0.3,0.2,0.9,-0.6,-0.6,1,0,1.6377995441389943
4303,1075,2021,107,1,29,9,84.71474569268311,0.9,-0.0,-1.4,-0.5,0.4,1,0,-0.6470868790091294
4307,1076,2021,107,1,28,3,82.60674494755295,0.6,1.2,-1.6,-1.1,-1.7,0,0,-0.8710076325964227
4311,1077,2021,107,1,39,12,112.69798160783978,1.1,1.1,-0.4,0.4,2.0,0,0,-0.6255892552350707
4315,1078,2021,107,1,59,32,113.11557926326302,0.4,0.3,1.0,-0.0,-0.7,1,0,-0.1726235733758053
4319,1079,2021,107,2,34,11,98.2108043771189,0.7,0.7,-0.2,-0.8,1.5,0,0,-0.18357737124653042
4323,1080,2021,108,2,58,33,93.53776688131704,-1.3,0.6,1.2,0.3,-0.1,1,0,-2.642989943493057
4327,1081,2021,108,2,45,18,96.80662461313057,-1.1,-0.1,0.4,1.0,-2.0,1,0,-0.8771414079345385
4331,1082,2021,108,2,57,28,78.93632671554687,0.5,0.1,-0.6,-0.4,-1.8,1,0,-1.7138402707693838
4335,1083,2021,108,1,60,36,91.94705342116863,-1.2,0.8,-0.1,1.2,0.3,1,0,-0.7665034116127983
4339,1084,2021,108,2,24,3,95.30573383679472,-0.4,0.2,-0.9,0.7,0.4,1,0,-0.3520831670699981
4343,1085,2021,108,2,36,11,83.6914202262266,-0.9,1.7,-0.6,-1.0,-1.3,1,0,-0.5577482386177605
4347,1086,2021,108,1,39,10,103.03013723284322,1.5,0.5,-0.2,-0.3,-0.5,1,0,-1.563577315556634
4351,1087,2021,108,2,54,30,106.23690097356393,-0.7,-0.1,1.3,0.3,0.9,1,0,0.04909831891387281
4355,1088,2021,108,2,23,3,131.82683786135587,-0.1,0.3,0.5,0.6,-1.0,1,0,-3.094451000988116
4359,1089,2021,108,1,64,36,99.07847437322623,0.2,-0.5,0.8,-1.1,-1.8,1,0,-1.1880384605951697
4363,1090,2021,109,1,64,37,92.35045021491865,2.2,-0.6,-0.7,0.8,0.1,0,0,-0.4713812850763221
4367,1091,2021,109,1,24,4,103.8271542481374,0.8,-0.8,0.2,1.6,0.7,1,0,1.9333105638683163
4371,1092,2021,109,2,57,35,104.74793557911171,0.2,0.2,0.0,-0.5,-1.6,1,0,-1.4575126519022978
4375,1093,2021,109,1,41,12,83.15358923483664,1.7,-0.9,-0.0,0.3,-1.0,1,0,0.19962683380959811
4379,1094,2021,109,1,25,3,107.21994646640013,1.7,0.5,1.0,-0.2,-0.2,1,0,0.2139325458287102
4383,1095,2021,109,2,49,23,87.08160067362306,0.3,0.3,0.1,1.4,0.3,1,0,0.12607335680160112
4387,1096,2021,109,2,40,15,114.42969380306974,1.8,1.6,-0.5,0.2,-1.2,0,0,1.4196328370277098
4391,1097,2021,109,1,36,13,83.56124022271885,1.6,0.0,-1.3,-1.2,0.4,0,0,-0.24798737517636488
4395,1098,2021,109,1,28,3,126.4151047047156,-0.2,-0.6,0.6,2.0,0.4,1,0,0.011874393172392228
4399,1099,2021,109,2,54,28,94.41718765255213,1.6,-0.2,-0.1,-1.6,-0.7,1,0,0.9969388712611013
4403,1100,2021,110,1,37,8,103.71395984164292,2.6,1.7,-0.7,1.9,1.8,1,0,-0.6240413184867875
4407,1101,2021,110,1,38,18,99.94092927611803,2.0,0.3,-1.2,-0.1,-0.1,0,0,-0.712103097589232
4411,1102,2021,110,2,55,31,104.07264643091676,2.9,-0.0,0.0,-2.0,-0.8,0,0,0.06054235322906549
4415,1103,2021,110,2,23,3,131.30012216215368,3.8,0.0,-0.4,1.6,-1.2,1,0,0.4171832485341555
4419,1104,2021,110,2,35,12,90.4785415357538,4.3,0.9,-0.2,0.6,-0.9,1,0,1.8822210677481048
4423,1105,2021,110,1,66,41,101.06592904594842,2.8,0.2,0.7,1.2,0.6,1,0,-0.4384237821335657
4427,1106,2021,110,1,47,26,102.30658870657756,2.6,-0.7,-1.0,-1.6,0.9,0,0,0.8192224891302843
4431,1107,2021,110,1,26,3,138.29005270739214,-0.5,0.0,0.2,-0.2,1.0,1,0,-1.091764760087512
4435,1108,2021,110,1,56,36,108.33439567834282,0.9,-1.5,-0.5,0.3,0.8,1,0,-0.8696976589847939
4439,1109,2021,110,2,45,21,98.67910586189832,1.4,-0.1,0.7,2.4,0.9,0,0,-1.6549988094240615
4443,1110,2021,111,1,68,39,96.14337889867443,1.3,0.4,1.4,-1.1,1.3,0,0,-0.900196222203746
4447,1111,2021,111,2,31,3,109.49971236085119,-0.1,-0.6,-0.1,-1.2,-0.2,0,0,-1.1506849585825598
4451,1112,2021,111,2,44,19,95.95712034455195,1.2,0.2,0.8,-0.7,-0.3,0,0,-1.0460063750429511
4455,1113,2021,111,2,62,33,85.03398170289532,0.4,-0.5,0.2,0.2,1.0,1,0,-1.8662698364488137
4459,1114,2021,111,2,53,28,107.89601176236724,1.9,0.7,0.7,0.5,-0.0,0,0,-0.3132561872206294
4463,1115,2021,111,1,28,6,98.89585897164426,1.6,-1.1,-0.2,2.8,-0.2,1,0,-1.186674109635998
4467,1116,2021,111,1,59,33,94.47441361982958,-0.2,2.3,-1.8,0.4,-1.4,0,0,-2.5147593808577384
4471,1117,2021,111,1,34,9,118.10362061740767,-0.1,-1.7,0.1,-0.3,-0.6,1,0,-0.5642802311441281
4475,1118,2021,111,2,57,30,110.30950979509302,0.2,1.1,-0.9,0.3,0.1,1,0,-0.9005359632613619
4479,1119,2021,111,2,29,3,88.94269245048937,0.2,-1.5,-0.1,-0.6,-0.6,1,0,-1.8421438900431995
4483,1120,2021,112,1,46,20,102.07970295024506,-1.4,-0.8,-0.8,-0.5,0.8,0,1,0.5995234097355787
4487,1121,2021,112,1,24,4,98.88594416536851,0.5,0.1,-1.8,1.5,-0.3,1,1,1.737225169591356
4491,1122,2021,112,1,38,11,91.20712724692672,1.0,-0.3,0.0,-0.3,1.2,1,1,0.9879769963626955
4495,1123,2021,112,1,60,34,106.5885042859905,-0.8,-0.0,1.4,-1.1,1.1,1,1,0.3926865215159732
4499,1124,2021,112,1,25,3,110.89419089055073,0.2,0.3,1.2,0.2,-0.6,0,1,0.38988435504794344
4503,1125,2021,112,1,32,6,111.80454593975368,0.2,-0.2,0.8,1.2,0.8,1,1,0.4527038611335855
4507,1126,2021,112,1,68,44,117.88989387580754,0.1,0.5,0.3,-0.4,-0.5,1,1,-0.03945833433671549
4511,1127,2021,112,2,39,16,110.66333413932843,0.2,-0.6,0.3,-1.0,-1.5,0,1,1.4535747840675581
4515,1128,2021,112,1,35,6,118.44559794256676,1.3,1.3,-1.1,0.9,0.2,0,1,1.1187613090464597
4519,1129,2021,112,1,60,32,84.13081826515923,1.4,-0.8,0.5,1.1,0.6,0,1,0.46331584411214694
4523,1130,2021,113,2,27,4,138.78505061725397,-1.7,-0.6,-2.2,2.7,0.3,0,0,-0.1714732932307373
4527,1131,2021,113,2,66,41,87.3970205744518,-0.1,0.4,0.1,0.0,-0.7,0,0,0.13190520421561677
4531,1132,2021,113,1,53,25,113.72419526009958,-0.8,1.4,-0.4,0.9,0.9,1,0,0.608791823181385
4535,1133,2021,113,2,38,16,108.68526260170819,-1.8,-0.5,0.9,0.9,0.5,1,0,3.1589850651872813
4539,1134,2021,113,2,59,32,105.01842198734394,0.8,0.3,-0.6,-0.7,-0.5,1,0,0.4801227351614268
4543,1135,2021,113,2,69,49,110.40844975330478,-0.1,-0.4,0.2,-1.0,-0.9,1,0,0.4248060039884885
4547,1136,2021,113,1,47,24,109.69111150207924,-1.5,0.9,-1.6,-0.2,-0.5,0,0,0.22007804602246298
4551,1137,2021,113,1,24,3,87.09924286399095,0.9,-0.9,-1.9,1.4,0.8,0,0,0.44212136723051626
4555,1138,2021,113,1,63,43,112.51477860695532,0.3,-0.2,0.4,-0.5,-1.2,1,0,1.0372602465740353
4559,1139,2021,113,1,69,47,74.09410342772789,-0.0,-1.0,-0.3,0.6,-1.3,1,0,0.15359918157870606
4563,1140,2021,114,1,66,38,101.99591914995322,3.4,-1.8,-0.4,-0.3,-0.9,1,0,-0.6905977021194548
4567,1141,2021,114,2,32,6,102.78718766489231,0.5,-0.9,0.2,0.5,-3.2,1,0,-2.7459267062335004
4571,1142,2021,114,2,40,12,74.59972942917037,0.8,-0.8,1.2,2.0,0.3,0,0,-1.2557081402144432
4575,1143,2021,114,2,34,9,92.23490973924456,0.5,0.4,1.0,0.0,0.8,1,0,-0.7209619917349606
4579,1144,2021,114,2,61,39,82.93262422461763,2.5,-0.3,0.5,-1.7,-1.9,1,0,-0.5333515514353311
4583,1145,2021,114,1,36,10,102.3232665062689,1.1,-0.2,1.0,1.4,-0.1,1,0,-0.5584344476363406
4587,1146,2021,114,2,44,20,82.82402624829761,0.6,-0.3,-0.2,0.1,-0.1,1,0,-0.17554580327079064
4591,1147,2021,114,1,50,23,102.74576286394543,-0.0,-0.0,-1.4,1.1,0.6,1,0,0.6632808584851309
4595,1148,2021,114,2,36,13,89.6229894744023,1.4,1.8,3.0,0.1,0.0,1,0,0.08617995275073964
4599,1149,2021,114,2,28,3,115.50904459533196,0.6,1.5,-1.6,-1.2,0.6,1,0,0.35070062359480014
4603,1150,2021,115,2,61,37,123.58341620689929,0.8,0.0,-1.4,-2.4,0.4,1,1,-0.3491106112893727
4607,1151,2021,115,1,60,35,116.67961903909213,-0.6,0.3,-0.8,1.5,-1.9,0,1,0.07869718498348668
4611,1152,2021,115,1,50,21,82.89347169581332,1.4,1.3,-1.5,-1.7,-0.6,0,1,0.06965013180457869
4615,1153,2021,115,2,63,41,98.65755503348956,1.1,0.2,2.2,-1.2,-1.3,1,1,-0.23162441730443437
4619,1154,2021,115,2,62,34,115.35327139568939,-0.6,0.5,-0.4,-0.6,2.3,1,1,-0.6047757847900661
4623,1155,2021,115,1,31,3,63.914769157791724,1.8,-0.5,-0.5,1.2,0.4,0,1,-0.21378800897877837
4627,1156,2021,115,2,57,34,110.47473723716476,-1.3,-0.5,0.1,-1.1,-0.5,1,1,-0.3948163335472042
