,employeeID,year,team,region,age,experience,workSampleTest,b5cons,b5extra,b5open,b5emos,b5agree,feedbackmeet,teamBonus,productivity
2371,592,2021,59,2,30,9,103.6461129668822,1.1,-1.3,1.7,-0.7,-0.8,0,0,-1.6727545421922108
2372,593,2018,59,2,23,3,81.10556529152139,-0.7,-0.3,-0.7,-0.3,1.2,1,0,-0.7666603892206189
2373,593,2019,59,2,24,4,81.10556529152139,-0.7,-0.3,-0.7,-0.3,1.2,1,0,-1.5694955732336198
2374,593,2020,59,2,25,5,81.10556529152139,-0.7,-0.3,-0.7,-0.3,1.2,0,0,-1.5126323201682645
2375,593,2021,59,2,26,6,81.10556529152139,-0.7,-0.3,-0.7,-0.3,1.2,1,0,-1.6738323433768112
2376,594,2018,59,1,50,21,98.65142736279736,2.7,0.9,-0.8,1.0,-0.7,0,0,1.6616989546098975
2377,594,2019,59,1,51,22,98.65142736279736,2.7,0.9,-0.8,1.0,-0.7,1,0,1.0501545819455926
2378,594,2020,59,1,52,23,98.65142736279736,2.7,0.9,-0.8,1.0,-0.7,0,0,1.0542603824144878
2379,594,2021,59,1,53,24,98.65142736279736,2.7,0.9,-0.8,1.0,-0.7,1,0,0.1011697481888058
2380,595,2018,59,1,47,26,83.78402153353349,2.1,0.3,-1.3,0.2,-2.2,1,0,-2.043796161618607
2381,595,2019,59,1,48,27,83.78402153353349,2.1,0.3,-1.3,0.2,-2.2,1,0,1.873939209246398
2382,595,2020,59,1,49,28,83.78402153353349,2.1,0.3,-1.3,0.2,-2.2,1,0,-1.7761171501600554
2383,595,2021,59,1,50,29,83.78402153353349,2.1,0.3,-1.3,0.2,-2.2,0,0,0.0011486851785966804
2384,596,2018,59,1,21,1,93.94808408520214,1.3,-0.0,-0.5,0.7,0.0,0,0,-0.4102116767416663
2385,596,2019,59,1,22,2,93.94808408520214,1.3,-0.0,-0.5,0.7,0.0,0,0,-1.7757501001037834
2386,596,2020,59,1,23,3,93.94808408520214,1.3,-0.0,-0.5,0.7,0.0,0,0,-0.6117267864145676
2387,596,2021,59,1,24,4,93.94808408520214,1.3,-0.0,-0.5,0.7,0.0,1,0,-0.5143640837820008
2388,597,2018,59,1,29,9,82.44053661475064,-0.6,1.4,0.3,0.0,1.4,1,0,-0.9930200005779483
2389,597,2019,59,1,30,10,82.44053661475064,-0.6,1.4,0.3,0.0,1.4,1,0,-0.30456078374671913
2390,597,2020,59,1,31,11,82.44053661475064,-0.6,1.4,0.3,0.0,1.4,0,0,0.12848589839524846
2391,597,2021,59,1,32,12,82.44053661475064,-0.6,1.4,0.3,0.0,1.4,1,0,-1.737786678640443
2392,598,2018,59,2,37,11,117.21355658990055,2.7,0.0,-0.4,0.0,2.6,1,0,0.8855026665959705
2393,598,2019,59,2,38,12,117.21355658990055,2.7,0.0,-0.4,0.0,2.6,0,0,-0.5965901219636054
2394,598,2020,59,2,39,13,117.21355658990055,2.7,0.0,-0.4,0.0,2.6,1,0,0.07074082075046877
2395,598,2021,59,2,40,14,117.21355658990055,2.7,0.0,-0.4,0.0,2.6,1,0,-0.18635737494452992
2396,599,2018,59,2,31,4,85.09656094979873,0.4,0.7,-0.9,0.2,0.6,1,0,0.5456066186043548
2397,599,2019,59,2,32,5,85.09656094979873,0.4,0.7,-0.9,0.2,0.6,0,0,0.4970997495675046
2398,599,2020,59,2,33,6,85.09656094979873,0.4,0.7,-0.9,0.2,0.6,0,0,-0.7318086274556542
2399,599,2021,59,2,34,7,85.09656094979873,0.4,0.7,-0.9,0.2,0.6,1,0,0.8524828937457042
2400,600,2018,60,2,62,40,80.29561951937617,-0.5,1.3,0.6,-0.3,0.1,0,1,-0.5655684693449785
2401,600,2019,60,2,63,41,80.29561951937617,-0.5,1.3,0.6,-0.3,0.1,0,1,-0.9591531823037872
2402,600,2020,60,2,64,42,80.29561951937617,-0.5,1.3,0.6,-0.3,0.1,0,1,1.1979353423713823
2403,600,2021,60,2,65,43,80.29561951937617,-0.5,1.3,0.6,-0.3,0.1,0,1,-0.2968510015475157
2404,601,2018,60,1,23,1,93.23842016438238,0.5,0.5,0.1,1.8,-1.0,0,1,0.0016963926592922613
2405,601,2019,60,1,24,2,93.23842016438238,0.5,0.5,0.1,1.8,-1.0,1,1,-0.9837263000287012
2406,601,2020,60,1,25,3,93.23842016438238,0.5,0.5,0.1,1.8,-1.0,1,1,-0.491230827677276
2407,601,2021,60,1,26,4,93.23842016438238,0.5,0.5,0.1,1.8,-1.0,0,1,-0.6108180744350177
2408,602,2018,60,2,38,17,88.89430056702976,-1.5,0.2,-0.4,1.5,-0.4,1,1,-1.8547826695680358
2409,602,2019,60,2,39,18,88.89430056702976,-1.5,0.2,-0.4,1.5,-0.4,1,1,-1.1599458349994705
2410,602,2020,60,2,40,19,88.89430056702976,-1.5,0.2,-0.4,1.5,-0.4,0,1,-1.2752873860524463
2411,602,2021,60,2,41,20,88.89430056702976,-1.5,0.2,-0.4,1.5,-0.4,1,1,-1.6337879478070787
2412,603,2018,60,2,22,0,96.98507756053453,-0.2,1.7,-0.7,-0.0,0.7,1,1,0.22912471723998437
2413,603,2019,60,2,23,1,96.98507756053453,-0.2,1.7,-0.7,-0.0,0.7,1,1,-0.5181863754443149
2414,603,2020,60,2,24,2,96.98507756053453,-0.2,1.7,-0.7,-0.0,0.7,1,1,-0.15874460403238277
2415,603,2021,60,2,25,3,96.98507756053453,-0.2,1.7,-0.7,-0.0,0.7,0,1,0.8417451145412349
2416,604,2018,60,2,60,38,104.14435011279811,-0.3,0.8,-0.9,-0.0,0.9,0,1,0.5540414047526393
2417,604,2019,60,2,61,39,104.14435011279811,-0.3,0.8,-0.9,-0.0,0.9,0,1,-0.12884312331899386
2418,604,2020,60,2,62,40,104.14435011279811,-0.3,0.8,-0.9,-0.0,0.9,1,1,-0.6551938168848219
2419,604,2021,60,2,63,41,104.14435011279811,-0.3,0.8,-0.9,-0.0,0.9,1,1,0.2218377608195988
2420,605,2018,60,1,58,33,114.49857901137781,-1.2,1.2,0.8,0.0,-2.7,0,1,-1.394180090332548
2421,605,2019,60,1,59,34,114.49857901137781,-1.2,1.2,0.8,0.0,-2.7,1,1,-1.9348788417438283
2422,605,2020,60,1,60,35,114.49857901137781,-1.2,1.2,0.8,0.0,-2.7,0,1,-1.7090873269788163
2423,605,2021,60,1,61,36,114.49857901137781,-1.2,1.2,0.8,0.0,-2.7,1,1,-0.194372665567472
2424,606,2018,60,1,32,7,116.21848542109522,0.8,2.3,-0.4,1.4,0.6,0,1,-0.5937215390417935
2425,606,2019,60,1,33,8,116.21848542109522,0.8,2.3,-0.4,1.4,0.6,0,1,-0.8439921266748333
2426,606,2020,60,1,34,9,116.21848542109522,0.8,2.3,-0.4,1.4,0.6,1,1,-0.6527350836236235
2427,606,2021,60,1,35,10,116.21848542109522,0.8,2.3,-0.4,1.4,0.6,1,1,-0.6316726528371936
2428,607,2018,60,1,30,1,98.30737125948161,0.2,-1.3,-0.3,0.1,-1.3,0,1,-1.5263248282955348
2429,607,2019,60,1,31,2,98.30737125948161,0.2,-1.3,-0.3,0.1,-1.3,1,1,-1.4582626665607625
2430,607,2020,60,1,32,3,98.30737125948161,0.2,-1.3,-0.3,0.1,-1.3,0,1,-0.22546558194461722
2431,607,2021,60,1,33,4,98.30737125948161,0.2,-1.3,-0.3,0.1,-1.3,1,1,-0.18461431864806496
2432,608,2018,60,2,50,28,110.02810027757783,0.7,-0.3,-0.3,3.2,-0.5,1,1,-0.6805891963325316
2433,608,2019,60,2,51,29,110.02810027757783,0.7,-0.3,-0.3,3.2,-0.5,1,1,-2.6589720759488555
2434,608,2020,60,2,52,30,110.02810027757783,0.7,-0.3,-0.3,3.2,-0.5,1,1,-1.128519270473582
2435,608,2021,60,2,53,31,110.02810027757783,0.7,-0.3,-0.3,3.2,-0.5,1,1,-0.6637381002291298
2436,609,2018,60,1,66,39,80.4557756066624,2.0,0.1,-0.2,-1.3,0.2,0,1,-1.349093162698749
2437,609,2019,60,1,67,40,80.4557756066624,2.0,0.1,-0.2,-1.3,0.2,1,1,0.05566787145182327
2438,609,2020,60,1,68,41,80.4557756066624,2.0,0.1,-0.2,-1.3,0.2,1,1,-0.045074072595831335
2439,609,2021,60,1,69,42,80.4557756066624,2.0,0.1,-0.2,-1.3,0.2,0,1,-2.056334219758304
2440,610,2018,61,2,48,22,102.53009518188605,-1.4,-0.2,0.5,0.1,1.2,1,0,0.35390968062341693
2441,610,2019,61,2,49,23,102.53009518188605,-1.4,-0.2,0.5,0.1,1.2,1,0,0.5598781433504306
2442,610,2020,61,2,50,24,102.53009518188605,-1.4,-0.2,0.5,0.1,1.2,1,0,0.4978593081210118
2443,610,2021,61,2,51,25,102.53009518188605,-1.4,-0.2,0.5,0.1,1.2,1,0,0.4455135343472887
2444,611,2018,61,1,38,17,81.83021614064229,-0.4,-1.3,0.6,-1.1,-1.0,1,0,0.5827031005503868
2445,611,2019,61,1,39,18,81.83021614064229,-0.4,-1.3,0.6,-1.1,-1.0,1,0,1.2664058172579218
2446,611,2020,61,1,40,19,81.83021614064229,-0.4,-1.3,0.6,-1.1,-1.0,1,0,-0.07005317841934522
2447,611,2021,61,1,41,20,81.83021614064229,-0.4,-1.3,0.6,-1.1,-1.0,1,0,-0.18255060849453508
2448,612,2018,61,1,56,30,88.11733617418903,-0.1,0.2,-0.3,1.8,1.4,1,0,-1.768953274455679
2449,612,2019,61,1,57,31,88.11733617418903,-0.1,0.2,-0.3,1.8,1.4,1,0,0.7304552739163513
2450,612,2020,61,1,58,32,88.11733617418903,-0.1,0.2,-0.3,1.8,1.4,1,0,1.3593141689570152
2451,612,2021,61,1,59,33,88.11733617418903,-0.1,0.2,-0.3,1.8,1.4,1,0,0.027028816682436424
2452,613,2018,61,1,33,10,111.55752163965863,-1.4,1.3,1.2,0.1,-1.9,1,0,0.9895195360784761
2453,613,2019,61,1,34,11,111.55752163965863,-1.4,1.3,1.2,0.1,-1.9,1,0,1.121003302985305
2454,613,2020,61,1,35,12,111.55752163965863,-1.4,1.3,1.2,0.1,-1.9,1,0,1.1840665159764325
2455,613,2021,61,1,36,13,111.55752163965863,-1.4,1.3,1.2,0.1,-1.9,1,0,0.8854458668108258
2456,614,2018,61,1,37,17,78.95458789103013,0.1,0.2,-0.1,-1.3,-0.2,1,0,-0.08484627121866914
2457,614,2019,61,1,38,18,78.95458789103013,0.1,0.2,-0.1,-1.3,-0.2,1,0,-0.3402838711726928
2458,614,2020,61,1,39,19,78.95458789103013,0.1,0.2,-0.1,-1.3,-0.2,1,0,-0.2970994869365875
2459,614,2021,61,1,40,20,78.95458789103013,0.1,0.2,-0.1,-1.3,-0.2,1,0,-1.018655353354553
2460,615,2018,61,1,25,4,101.39735237342795,-1.0,-0.1,2.7,1.5,0.6,1,0,0.9135540776803334
2461,615,2019,61,1,26,5,101.39735237342795,-1.0,-0.1,2.7,1.5,0.6,1,0,-0.08326927506992887
2462,615,2020,61,1,27,6,101.39735237342795,-1.0,-0.1,2.7,1.5,0.6,1,0,0.9230924873822479
2463,615,2021,61,1,28,7,101.39735237342795,-1.0,-0.1,2.7,1.5,0.6,1,0,1.4711900054460265
2464,616,2018,61,2,62,40,127.4699125037337,-0.0,0.9,-0.1,1.3,-0.1,0,0,1.0696786464746824
2465,616,2019,61,2,63,41,127.4699125037337,-0.0,0.9,-0.1,1.3,-0.1,1,0,1.7419019060545005
2466,616,2020,61,2,64,42,127.4699125037337,-0.0,0.9,-0.1,1.3,-0.1,1,0,1.0739668562293627
2467,616,2021,61,2,65,43,127.4699125037337,-0.0,0.9,-0.1,1.3,-0.1,1,0,0.6255739457796912
2468,617,2018,61,1,39,14,112.74192893330549,-1.7,1.0,-1.2,0.3,-0.1,1,0,1.630888488912449
2469,617,2019,61,1,40,15,112.74192893330549,-1.7,1.0,-1.2,0.3,-0.1,1,0,0.05460583262548402
2470,617,2020,61,1,41,16,112.74192893330549,-1.7,1.0,-1.2,0.3,-0.1,1,0,1.9247733745684827
2471,617,2021,61,1,42,17,112.74192893330549,-1.7,1.0,-1.2,0.3,-0.1,1,0,-0.40573498645840755
2472,618,2018,61,1,33,6,91.24820637379244,0.5,1.5,0.0,0.6,-1.1,1,0,-0.7562538733185932
2473,618,2019,61,1,34,7,91.24820637379244,0.5,1.5,0.0,0.6,-1.1,1,0,0.35172124465911625
2474,618,2020,61,1,35,8,91.24820637379244,0.5,1.5,0.0,0.6,-1.1,1,0,0.351518692763233
2475,618,2021,61,1,36,9,91.24820637379244,0.5,1.5,0.0,0.6,-1.1,1,0,-1.3601633840741718
2476,619,2018,61,1,60,39,103.40016343825049,-1.5,0.2,2.4,0.8,-1.4,1,0,0.7359749424947974
2477,619,2019,61,1,61,40,103.40016343825049,-1.5,0.2,2.4,0.8,-1.4,1,0,1.4786435060034
2478,619,2020,61,1,62,41,103.40016343825049,-1.5,0.2,2.4,0.8,-1.4,0,0,0.404557179536317
2479,619,2021,61,1,63,42,103.40016343825049,-1.5,0.2,2.4,0.8,-1.4,0,0,1.9957274381051824
2480,620,2018,62,2,64,41,105.56666763833037,-0.8,1.6,-3.3,0.0,-1.1,1,0,-0.9726874696849219
2481,620,2019,62,2,65,42,105.56666763833037,-0.8,1.6,-3.3,0.0,-1.1,1,0,-0.9988872933436532
2482,620,2020,62,2,66,43,105.56666763833037,-0.8,1.6,-3.3,0.0,-1.1,1,0,0.8465940416014085
2483,620,2021,62,2,67,44,105.56666763833037,-0.8,1.6,-3.3,0.0,-1.1,1,0,-0.687344091310429
2484,621,2018,62,1,50,22,104.84629113368705,0.9,-0.2,1.7,-1.3,-0.3,1,0,-0.7474393716157286
2485,621,2019,62,1,51,23,104.84629113368705,0.9,-0.2,1.7,-1.3,-0.3,1,0,-1.0286893751141657
2486,621,2020,62,1,52,24,104.84629113368705,0.9,-0.2,1.7,-1.3,-0.3,1,0,-0.9090518616622884
2487,621,2021,62,1,53,25,104.84629113368705,0.9,-0.2,1.7,-1.3,-0.3,1,0,-2.3952647995545
2488,622,2018,62,2,53,26,109.99458930621628,0.8,0.4,-0.5,-1.0,0.6,1,0,-1.8888649746570105
2489,622,2019,62,2,54,27,109.99458930621628,0.8,0.4,-0.5,-1.0,0.6,1,0,-0.5542627327042087
2490,622,2020,62,2,55,28,109.99458930621628,0.8,0.4,-0.5,-1.0,0.6,1,0,0.4050347546658426
2491,622,2021,62,2,56,29,109.99458930621628,0.8,0.4,-0.5,-1.0,0.6,1,0,-0.08595342626445275
2492,623,2018,62,1,46,22,113.82837224686699,-0.4,-0.5,-0.6,1.4,-0.5,1,0,-0.40351103452483345
2493,623,2019,62,1,47,23,113.82837224686699,-0.4,-0.5,-0.6,1.4,-0.5,1,0,-0.9982882183117656
2494,623,2020,62,1,48,24,113.82837224686699,-0.4,-0.5,-0.6,1.4,-0.5,1,0,-1.5626005238650602
2495,623,2021,62,1,49,25,113.82837224686699,-0.4,-0.5,-0.6,1.4,-0.5,1,0,0.2794618635047595
2496,624,2018,62,2,56,27,79.47442333681792,0.2,0.6,0.3,-2.2,-0.5,1,0,-0.692026170249123
2497,624,2019,62,2,57,28,79.47442333681792,0.2,0.6,0.3,-2.2,-0.5,1,0,-0.7867904317910193
2498,624,2020,62,2,58,29,79.47442333681792,0.2,0.6,0.3,-2.2,-0.5,1,0,0.09201944871976794
2499,624,2021,62,2,59,30,79.47442333681792,0.2,0.6,0.3,-2.2,-0.5,1,0,-0.16153816380263586
2500,625,2018,62,1,31,8,111.93800127115829,-1.7,1.1,0.4,0.2,1.1,0,0,-2.058889883373277
2501,625,2019,62,1,32,9,111.93800127115829,-1.7,1.1,0.4,0.2,1.1,1,0,0.5924764982128536
2502,625,2020,62,1,33,10,111.93800127115829,-1.7,1.1,0.4,0.2,1.1,1,0,-1.0112277239411547
2503,625,2021,62,1,34,11,111.93800127115829,-1.7,1.1,0.4,0.2,1.1,1,0,-2.00510056588062
2504,626,2018,62,1,65,38,103.25740610585797,-1.9,0.2,-0.6,1.7,-0.4,1,0,-0.6981859194657619
2505,626,2019,62,1,66,39,103.25740610585797,-1.9,0.2,-0.6,1.7,-0.4,1,0,-2.8162635779974283
2506,626,2020,62,1,67,40,103.25740610585797,-1.9,0.2,-0.6,1.7,-0.4,1,0,-2.8095153975052147
2507,626,2021,62,1,68,41,103.25740610585797,-1.9,0.2,-0.6,1.7,-0.4,1,0,-0.5691660779084682
2508,627,2018,62,2,34,10,100.69952567808404,-0.5,0.3,-1.3,1.2,-0.2,1,0,-1.3937608003818551
2509,627,2019,62,2,35,11,100.69952567808404,-0.5,0.3,-1.3,1.2,-0.2,0,0,-2.4132882693994198
2510,627,2020,62,2,36,12,100.69952567808404,-0.5,0.3,-1.3,1.2,-0.2,1,0,-1.5124037362222291
2511,627,2021,62,2,37,13,100.69952567808404,-0.5,0.3,-1.3,1.2,-0.2,1,0,0.3815795501655648
2512,628,2018,62,1,32,3,111.06266833818438,-0.8,-0.7,1.3,-0.1,1.6,1,0,-0.8270693171636508
2513,628,2019,62,1,33,4,111.06266833818438,-0.8,-0.7,1.3,-0.1,1.6,1,0,-0.3498063564133391
2514,628,2020,62,1,34,5,111.06266833818438,-0.8,-0.7,1.3,-0.1,1.6,1,0,0.1866477107821109
2515,628,2021,62,1,35,6,111.06266833818438,-0.8,-0.7,1.3,-0.1,1.6,0,0,-0.23587691690096563
2516,629,2018,62,2,48,20,82.58940225891847,-0.6,-0.4,0.0,2.1,-2.3,1,0,-2.0962636365272886
2517,629,2019,62,2,49,21,82.58940225891847,-0.6,-0.4,0.0,2.1,-2.3,1,0,-1.5340747144119429
2518,629,2020,62,2,50,22,82.58940225891847,-0.6,-0.4,0.0,2.1,-2.3,1,0,-0.37212703974083905
2519,629,2021,62,2,51,23,82.58940225891847,-0.6,-0.4,0.0,2.1,-2.3,1,0,-2.617455267908532
2520,630,2018,63,1,48,20,120.71964254715452,-0.1,0.3,-0.4,-0.6,-0.6,0,0,0.7309570755657678
2521,630,2019,63,1,49,21,120.71964254715452,-0.1,0.3,-0.4,-0.6,-0.6,0,0,0.8539410094881035
2522,630,2020,63,1,50,22,120.71964254715452,-0.1,0.3,-0.4,-0.6,-0.6,1,0,1.2354246286670547
2523,630,2021,63,1,51,23,120.71964254715452,-0.1,0.3,-0.4,-0.6,-0.6,1,0,0.2836454598157709
2524,631,2018,63,2,44,21,83.59850980706653,1.4,-0.0,1.1,-1.3,0.8,1,0,-0.017305801152150406
2525,631,2019,63,2,45,22,83.59850980706653,1.4,-0.0,1.1,-1.3,0.8,0,0,1.3079408530001353
2526,631,2020,63,2,46,23,83.59850980706653,1.4,-0.0,1.1,-1.3,0.8,1,0,0.5271393488988136
2527,631,2021,63,2,47,24,83.59850980706653,1.4,-0.0,1.1,-1.3,0.8,0,0,1.741970307771694
2528,632,2018,63,2,56,28,110.64998308524957,-0.9,-0.9,-1.2,1.0,2.1,0,0,3.5364003704906697
2529,632,2019,63,2,57,29,110.64998308524957,-0.9,-0.9,-1.2,1.0,2.1,1,0,2.324588468294012
2530,632,2020,63,2,58,30,110.64998308524957,-0.9,-0.9,-1.2,1.0,2.1,0,0,2.400448516247872
2531,632,2021,63,2,59,31,110.64998308524957,-0.9,-0.9,-1.2,1.0,2.1,1,0,0.7531210129527466
2532,633,2018,63,1,22,0,102.95138667918538,0.8,1.2,-0.1,-1.4,0.8,0,0,0.1069242948200016
2533,633,2019,63,1,23,1,102.95138667918538,0.8,1.2,-0.1,-1.4,0.8,1,0,0.6254393972606762
2534,633,2020,63,1,24,2,102.95138667918538,0.8,1.2,-0.1,-1.4,0.8,0,0,1.3159918265342225
2535,633,2021,63,1,25,3,102.95138667918538,0.8,1.2,-0.1,-1.4,0.8,1,0,1.725240317160478
2536,634,2018,63,1,25,0,100.92926665667461,1.2,0.4,-0.6,-0.3,0.9,1,0,1.4445059324343252
2537,634,2019,63,1,26,1,100.92926665667461,1.2,0.4,-0.6,-0.3,0.9,1,0,1.6150041761497451
2538,634,2020,63,1,27,2,100.92926665667461,1.2,0.4,-0.6,-0.3,0.9,0,0,-0.009731803417299978
2539,634,2021,63,1,28,3,100.92926665667461,1.2,0.4,-0.6,-0.3,0.9,1,0,1.5566569083204327
2540,635,2018,63,1,52,30,98.5789331493528,1.0,0.9,0.3,-0.1,0.1,1,0,1.3180107954643212
2541,635,2019,63,1,53,31,98.5789331493528,1.0,0.9,0.3,-0.1,0.1,0,0,-0.1573052556554005
2542,635,2020,63,1,54,32,98.5789331493528,1.0,0.9,0.3,-0.1,0.1,0,0,0.8426821722261063
2543,635,2021,63,1,55,33,98.5789331493528,1.0,0.9,0.3,-0.1,0.1,1,0,1.3464378520461828
2544,636,2018,63,1,48,20,78.9751722506285,-0.3,-0.0,-0.9,-0.9,-0.4,0,0,0.14910034576502804
2545,636,2019,63,1,49,21,78.9751722506285,-0.3,-0.0,-0.9,-0.9,-0.4,1,0,0.1945601616276981
2546,636,2020,63,1,50,22,78.9751722506285,-0.3,-0.0,-0.9,-0.9,-0.4,0,0,-0.6680021736462403
2547,636,2021,63,1,51,23,78.9751722506285,-0.3,-0.0,-0.9,-0.9,-0.4,0,0,-0.8547542434744694
2548,637,2018,63,1,46,21,98.97870886319632,-1.0,-0.6,1.9,0.6,0.5,0,0,2.808068657104589
2549,637,2019,63,1,47,22,98.97870886319632,-1.0,-0.6,1.9,0.6,0.5,0,0,0.9124925196032712
2550,637,2020,63,1,48,23,98.97870886319632,-1.0,-0.6,1.9,0.6,0.5,1,0,1.7334220830506535
2551,637,2021,63,1,49,24,98.97870886319632,-1.0,-0.6,1.9,0.6,0.5,0,0,-0.15321157972907815
2552,638,2018,63,2,59,36,92.10904212342852,0.8,2.5,-0.5,-0.4,1.0,0,0,1.724826984199272
2553,638,2019,63,2,60,37,92.10904212342852,0.8,2.5,-0.5,-0.4,1.0,0,0,0.6794567974040483
2554,638,2020,63,2,61,38,92.10904212342852,0.8,2.5,-0.5,-0.4,1.0,0,0,1.4629751060127256
2555,638,2021,63,2,62,39,92.10904212342852,0.8,2.5,-0.5,-0.4,1.0,1,0,1.286449305217167
2556,639,2018,63,2,36,16,108.76977612665756,-0.6,-1.2,-0.1,-1.4,0.3,0,0,0.6536832232691803
2557,639,2019,63,2,37,17,108.76977612665756,-0.6,-1.2,-0.1,-1.4,0.3,1,0,0.6490354855599232
2558,639,2020,63,2,38,18,108.76977612665756,-0.6,-1.2,-0.1,-1.4,0.3,1,0,0.8808634561915816
2559,639,2021,63,2,39,19,108.76977612665756,-0.6,-1.2,-0.1,-1.4,0.3,1,0,-0.4104644166189893
2560,640,2018,64,1,58,30,81.56815966069463,-0.9,-1.3,-0.6,-1.1,-0.3,1,0,0.9018019316501479
2561,640,2019,64,1,59,31,81.56815966069463,-0.9,-1.3,-0.6,-1.1,-0.3,1,0,2.9151328084741337
2562,640,2020,64,1,60,32,81.56815966069463,-0.9,-1.3,-0.6,-1.1,-0.3,1,0,0.609347091745449
2563,640,2021,64,1,61,33,81.56815966069463,-0.9,-1.3,-0.6,-1.1,-0.3,1,0,0.8457341498812863
2564,641,2018,64,2,27,7,106.87210134607845,-0.4,-0.1,-0.0,-0.3,1.4,1,0,-0.9042582195272453
2565,641,2019,64,2,28,8,106.87210134607845,-0.4,-0.1,-0.0,-0.3,1.4,1,0,-1.0482635166054892
2566,641,2020,64,2,29,9,106.87210134607845,-0.4,-0.1,-0.0,-0.3,1.4,1,0,1.0645193136306428
2567,641,2021,64,2,30,10,106.87210134607845,-0.4,-0.1,-0.0,-0.3,1.4,1,0,-0.09118423525387885
2568,642,2018,64,1,57,34,93.6566535816281,-0.9,-0.4,-1.2,-1.2,-0.8,1,0,0.6199515168133374
2569,642,2019,64,1,58,35,93.6566535816281,-0.9,-0.4,-1.2,-1.2,-0.8,1,0,0.5551484952531521
2570,642,2020,64,1,59,36,93.6566535816281,-0.9,-0.4,-1.2,-1.2,-0.8,1,0,1.345538491975102
2571,642,2021,64,1,60,37,93.6566535816281,-0.9,-0.4,-1.2,-1.2,-0.8,1,0,0.4851654376219485
2572,643,2018,64,1,41,21,79.99435564255882,-2.3,1.6,0.7,-1.4,0.1,1,0,-1.429852464612957
2573,643,2019,64,1,42,22,79.99435564255882,-2.3,1.6,0.7,-1.4,0.1,1,0,-1.1035767813002972
2574,643,2020,64,1,43,23,79.99435564255882,-2.3,1.6,0.7,-1.4,0.1,1,0,-0.7547672096274006
2575,643,2021,64,1,44,24,79.99435564255882,-2.3,1.6,0.7,-1.4,0.1,1,0,-2.0687989241209714
2576,644,2018,64,1,52,27,69.03937603220825,-1.4,-0.6,0.8,-0.1,0.9,1,0,-0.34542039382191797
2577,644,2019,64,1,53,28,69.03937603220825,-1.4,-0.6,0.8,-0.1,0.9,1,0,-2.106584527351616
2578,644,2020,64,1,54,29,69.03937603220825,-1.4,-0.6,0.8,-0.1,0.9,1,0,-1.298889597174516
2579,644,2021,64,1,55,30,69.03937603220825,-1.4,-0.6,0.8,-0.1,0.9,1,0,-0.10600104250188265
2580,645,2018,64,1,45,17,92.75674838116514,-2.7,0.3,0.6,-1.1,-0.8,1,0,-0.32110458437587325
2581,645,2019,64,1,46,18,92.75674838116514,-2.7,0.3,0.6,-1.1,-0.8,1,0,0.5607983566324019
2582,645,2020,64,1,47,19,92.75674838116514,-2.7,0.3,0.6,-1.1,-0.8,1,0,0.7279681001225857
2583,645,2021,64,1,48,20,92.75674838116514,-2.7,0.3,0.6,-1.1,-0.8,1,0,-0.30916321096696764
2584,646,2018,64,1,22,0,94.05114354767767,-0.4,-0.7,0.0,-0.2,0.6,1,0,-0.10536149549490666
2585,646,2019,64,1,23,1,94.05114354767767,-0.4,-0.7,0.0,-0.2,0.6,1,0,0.6240739334524533
2586,646,2020,64,1,24,2,94.05114354767767,-0.4,-0.7,0.0,-0.2,0.6,1,0,-0.7668456934882367
2587,646,2021,64,1,25,3,94.05114354767767,-0.4,-0.7,0.0,-0.2,0.6,1,0,-0.19959646623984748
2588,647,2018,64,2,26,0,95.89923268333959,0.1,0.7,0.2,-0.1,0.8,1,0,0.8915678716986236
2589,647,2019,64,2,27,1,95.89923268333959,0.1,0.7,0.2,-0.1,0.8,1,0,0.5226064915989754
2590,647,2020,64,2,28,2,95.89923268333959,0.1,0.7,0.2,-0.1,0.8,1,0,0.4774484000076734
2591,647,2021,64,2,29,3,95.89923268333959,0.1,0.7,0.2,-0.1,0.8,1,0,-0.17766926327014984
2592,648,2018,64,2,65,38,84.01593504481575,0.6,-1.1,0.7,-1.9,0.4,1,0,1.0820243432934746
2593,648,2019,64,2,66,39,84.01593504481575,0.6,-1.1,0.7,-1.9,0.4,1,0,1.5261356473852576
2594,648,2020,64,2,67,40,84.01593504481575,0.6,-1.1,0.7,-1.9,0.4,1,0,0.14975334248049907
2595,648,2021,64,2,68,41,84.01593504481575,0.6,-1.1,0.7,-1.9,0.4,1,0,1.4533099903054376
2596,649,2018,64,1,48,20,65.24193397453338,-0.2,1.1,-1.7,-1.0,-0.2,1,0,0.7283061305044934
2597,649,2019,64,1,49,21,65.24193397453338,-0.2,1.1,-1.7,-1.0,-0.2,1,0,1.172633393245185
2598,649,2020,64,1,50,22,65.24193397453338,-0.2,1.1,-1.7,-1.0,-0.2,1,0,0.6026705475454053
2599,649,2021,64,1,51,23,65.24193397453338,-0.2,1.1,-1.7,-1.0,-0.2,1,0,-0.48763735251668155
2600,650,2018,65,1,21,0,116.52807207866536,-1.5,2.0,0.1,-0.5,0.4,0,0,-0.5025324552212505
2601,650,2019,65,1,22,1,116.52807207866536,-1.5,2.0,0.1,-0.5,0.4,1,0,-0.3196470097768793
2602,650,2020,65,1,23,2,116.52807207866536,-1.5,2.0,0.1,-0.5,0.4,1,0,0.26832926678675106
